
      140953            2 
      142960            0 
      145380            0 
      148140            0 
      150921            0 
      153839            0 
      155841            0 
      158063            0 
      160674            0 
      162984            0 
      165120            0 
      166057            0 
      166057            0 
      166057            0 
      166057            0 
        2899            1 
        4848            0 
        6688            0 
        7073            0 
        9041            0 
       11958            0 
       15835            0 
       17794            0 
       19901            0 
       22114            0 
       25476            0 
       25947            0 
       27279            0 
       28876            0 
       30045            0 
       31758            0 
       32374            0 
       32374            0 
       33430            0 
       35278            0 
       37008            0 
       38778            0 
       40448            0 
       42273            0 
       43646            0 
       45334            0 
       46646            0 
       47917            0 
       49195            0 
       50157            0 
       51215            0 
       52463            0 
       53766            0 
       55441            0 
       56767            0 
       58044            0 
       59319            0 
       60630            0 
       62105            0 
       63470            0 
       63757            0 
       63757            0 
       64000            0 
       64943            0 
       66092            0 
       67278            0 
       67978            0 
       69118            0 
       70485            0 
       71774            0 
       72956            0 
       73301            0 
       73677            0 
       74687            0 
       75996            0 
       76819            0 
       78047            0 
       79352            0 
       81112            0 
       82786            0 
       84173            0 
       85514            0 
       85987            0 
       85987            0 
       86265            0 
       87694            0 
       88856            0 
       90401            0 
       91160            0 
       92624            0 
       93658            0 
       94543            0 
       95077            0 
       96166            0 
       96638            0 
       96638            0 
       96916            0 
       97393            0 
       98381            0 
       99379            0 
      100477            0 
      101225            0 
      102008            0 
      102926            0 
      104067            0 
      104735            0 
      105701            0 
      106229            0 
      106229            0 
      106229            0 
      106796            0 
      107451            0 
      108148            0 
      109095            0 
      109878            0 
      110882            0 
      111872            0 
      112744            0 
      113586            0 
      114519            0 
      114715            0 
      114715            0 
      115050            0 
      115888            0 
      116687            0 
      117560            0 
      118482            0 
      119336            0 
      120228            0 
      121136            0 
      121925            0 
      174402            2 
      175116            0 
      177825            0 
        2506            1 
        5494            0 
        9044            0 
       11195            0 
       13733            0 
       16456            0 
       18288            0 
       20295            0 
       21954            0 
       23714            0 
       24934            0 
       26032            0 
       27903            0 
       29524            0 
       30909            0 
       32436            0 
       33854            0 
       35548            0 
       37352            0 
       39294            0 
       41027            0 
       42860            0 
       44629            0 
       45875            0 
       47567            0 
       49547            0 
       51194            0 
       52381            0 
       52811            0 
       53641            0 
       54695            0 
       56135            0 
       57525            0 
       58763            0 
       59954            0 
       61346            0 
       62721            0 
       64142            0 
       65454            0 
       66980            0 
       68007            0 
       68984            0 
       70108            0 
       71785            0 
       73576            0 
       75460            0 
       76984            0 
       78855            0 
       80166            0 
       81694            0 
       83443            0 
       84745            0 
       86957            0 
       87081            0 
       87439            0 
       89100            0 
       90021            0 
       91697            0 
       92498            0 
       93591            0 
       94706            0 
       96426            0 
       97686            0 
       98660            0 
       99890            0 
      101529            0 
      102855            0 
      104113            0 
      105230            0 
      106713            0 
      108293            0 
      110073            0 
      111750            0 
      113532            0 
      113891            0 
      113891            0 
      114324            0 
      115677            0 
      116870            0 
      118523            0 
      119451            0 
      120737            0 
      121795            0 
      122973            0 
      123280            0 
      124379            0 
      125494            0 
      125558            0 
      125558            0 
      125929            0 
      126615            0 
      127751            0 
      128659            0 
      129494            0 
      130174            0 
      131326            0 
      132321            0 
      133075            0 
      133966            0 
      134516            0 
      134516            0 
      134516            0 
      134798            0 
      135599            0 
      136006            0 
      136842            0 
      137951            0 
      139095            0 
      140104            0 
      140928            0 
      142156            0 
      143258            0 
      143531            0 
      143554            0 
      143706            0 
      144514            0 
      145223            0 
      146091            0 
